MaSP,TenSP,SoLuongTon,MoTa,Gia
SP94278916,Nuoc dua 114,490,,340375
SP56517133,Snack mang cut 509,990,,489652
SP27133830,Sua nhan 111,823,,557192
SP38796519,Sua sau rieng 973,575,Kieu dang tien loi,466771
SP41548557,Kem mo 164,209,,536468
SP45675344,Nuoc khoai tay 453,733,Mau ma đep,465732
SP34788583,Snack vai thieu 641,701,,935327
SP49330360,Sua vai thieu 337,168,,850330
SP12509110,Kem cam 587,801,,371740
SP45407407,Banh vai thieu 247,745,Hinh anh bat mat,724018
SP25871248,Kem nhan 422,875,,743416
SP60743742,Snack mo 320,856,Co ich cho suc khoe,743882
SP60594343,Banh xooai 423,861,,492598
SP43682716,Nuoc nhan 904,551,,956501
SP94911740,Nuoc mo 331,682,,172043
SP92597849,Kem mo 366,729,Hinh anh bat mat,158240
SP31792952,Sua khoai tay 387,114,,547471
SP20025980,Nuoc khoai tim 271,466,Phu hop voi gia tien,322980
SP86530340,Sua hong xiem 590,856,,371989
SP83876615,Kem đao 799,361,,605988
SP23685491,Muc bap 868,690,,774099
SP44983125,Muc dau 470,834,Thom ngon bo duong,145661
SP68363958,Snack sau rieng 635,588,,735642
SP51914436,Nuoc quyt 242,579,Hinh anh bat mat,41815
SP23020397,Nuoc quyt 953,579,,141962
SP49536493,Nuoc khoai tim 750,577,,23351
SP50391554,Kem mang cut 142,541,,40817
SP51588845,Muc xooai 505,610,Kieu dang tien loi,639610
SP66290026,Sua hong xiem 133,366,,867536
SP14750726,Kem sau rieng 636,850,San pham tot,228787
SP34160227,Sua nho 909,789,,226728
SP30094620,Sua nhan 821,613,,872565
SP37557708,Banh hong xiem 413,513,,745175
SP22582466,Snack rong bien 157,175,Than thien voi moi truong,555628
SP93212988,Nuoc rong bien 233,367,,750376
SP94764281,Snack thanh long 947,281,Co ich cho suc khoe,462889
SP27160327,Banh man 925,252,,480865
SP34464064,Nuoc vai thieu 479,642,,97535
SP92066188,Muc dua 175,972,,179102
SP25684051,Sua bap 966,567,Ngon bo re,996649
SP61730100,Kem nhan 469,839,,290712
SP72338302,Kem nhan 523,754,Thom ngon bo duong,856919
SP15711920,Banh dau 439,330,,710184
SP98165453,Snack khoai tim 205,650,,643125
SP37993312,Banh man 408,132,,809622
SP81805689,Snack hong xiem 423,857,Phu hop voi gia tien,677555
SP99028849,Muc nho 739,271,,585487
SP54646836,Kem mang cut 599,796,San pham tot,653633
SP48534182,Nuoc mo 434,285,,690828
SP11762406,Snack nhan 864,409,,446367
SP20577599,Banh nho 681,509,,335574
SP28078221,Kem rong bien 121,470,Hinh anh bat mat,406198
SP93751436,Nuoc khoai tim 439,837,,185279
SP84345203,Sua đao 345,177,Ngon bo re,232936
SP70923550,Banh nhan 935,594,,145676
SP97034092,Sua mang cut 855,464,,286340
SP38130477,Snack mo 833,457,,790141
SP86134902,Snack man 367,153,Ngon bo re,919323
SP37081366,Banh cam 663,129,,915538
SP99410257,Muc khoai tay 796,774,San pham tot,579483
SP74856813,Snack dau 211,611,,403168
SP31538896,Muc bo 300,119,,445788
SP41250109,Nuoc nhan 478,766,,361597
SP17544925,Banh dau 499,807,Than thien voi moi truong,350109
SP69327313,Kem hong xiem 699,291,,444435
SP27800245,Snack nho 721,859,Mau sac tuoi tan,408328
SP52591511,Banh khoai tay 760,112,,841285
SP58804089,Snack khoai tim 681,219,,137169
SP25927721,Nuoc vai thieu 491,615,,184001
SP95952516,Banh xooai 380,210,Kieu dang tien loi,58496
SP71705962,Nuoc bo 847,309,,628504
SP61898653,Banh mang cut 288,362,Thom ngon bo duong,682945
SP56398474,Banh mang cut 723,793,,701548
SP39703204,Snack xooai 612,623,,707345
SP22059587,Banh buoi 846,171,,265623
SP39089889,Nuoc mang cut 796,941,Hinh anh bat mat,949131
SP52058435,Nuoc mang cut 345,402,,246936
SP39882938,Muc nhan 613,340,San pham tot,285726
SP62197044,Muc sau rieng 496,740,,583065
SP21085247,Nuoc khoai tay 748,193,,305381
SP69571402,Kem mo 348,632,,420631
SP24264067,Kem nho 706,998,Kieu dang tien loi,847623
SP24524481,Nuoc cam 257,781,,244423
SP48243657,Muc bo 875,174,Mau sac tuoi tan,495591
SP28605812,Banh mang cut 561,992,,588520
SP48012563,Nuoc khoai tay 442,106,,451779
SP57216925,Kem khoai tay 929,424,,398417
SP58911472,Snack đao 468,279,San pham tot,337924
SP66628128,Banh mang cut 133,213,,781750
SP75268983,Kem chuoi 394,164,Mau sac tuoi tan,393801
SP15880329,Banh mo 863,499,,276709
SP87384101,Banh buoi 473,456,,895778
SP51384147,Nuoc rong bien 861,856,,611647
SP48749305,Banh dua 555,718,Ngon bo re,131905
SP69191995,Snack dau 366,857,,68355
SP25473148,Sua nho 505,583,Phu hop voi gia tien,762662
SP87404325,Kem nhan 900,880,,939780
SP69167506,Muc chuoi 119,500,,11273
SP82801110,Nuoc đao 567,273,,705145
SP90050815,Banh man 397,334,Than thien voi moi truong,863992
SP48732781,Banh khoai tay 241,313,,625492
SP17514352,Banh quyt 736,671,Hinh anh bat mat,52351
SP84125694,Nuoc thanh long 798,521,,182674
SP13208931,Nuoc quyt 728,107,,594420
SP15223458,Nuoc thanh long 847,838,,451520
SP62771916,Muc mang cut 415,353,San pham tot,101333
SP46435680,Kem rong bien 826,370,,311863
SP61098342,Muc xooai 146,505,San pham tot,351229
SP41222549,Sua dua 483,317,,737627
SP49201818,Sua dau 215,537,,732078
SP97324801,Nuoc rong bien 547,348,,234971
SP92624863,Kem nhan 295,794,Thom ngon bo duong,56963
SP95696743,Nuoc rong bien 384,750,,397238
SP56809144,Banh chuoi 954,875,Phu hop voi gia tien,144137
SP34259916,Nuoc mang cut 932,920,,324131
SP78166804,Nuoc nho 616,906,,840323
SP60491652,Nuoc đao 817,473,,706286
SP75155189,Snack sau rieng 933,650,Kieu dang tien loi,89041
SP53923521,Muc hong xiem 725,727,,936036
SP11434756,Sua man 468,363,Mau ma đep,435971
SP41071040,Snack sau rieng 853,718,,422343
SP36028652,Nuoc bo 138,762,,954617
SP59806624,Nuoc mo 244,890,,950527
SP93202523,Kem chuoi 846,795,Thom ngon bo duong,736888
SP48006129,Kem nhan 314,906,,180707
SP20130019,Snack sau rieng 755,721,Phu hop voi gia tien,340716
SP99341674,Banh quyt 315,948,,580067
SP20632717,Nuoc chuoi 231,856,,207919
SP48579821,Snack mo 500,466,,931004
SP33439654,Banh sau rieng 868,974,San pham tot,402004
SP49996419,Kem quyt 412,239,,391610
SP38610886,Muc hong xiem 247,750,Kieu dang tien loi,906078
SP65551820,Muc nhan 321,443,,158001
SP73318977,Nuoc thanh long 562,834,,433133
SP27168466,Banh hong xiem 256,626,,856699
SP88206025,Banh quyt 116,735,Mau ma đep,596020
SP39941360,Banh bo 127,641,,174241
SP79472812,Kem dua 764,512,Ngon bo re,221188
SP98034304,Banh mo 267,600,,599303
SP62100850,Muc bo 712,516,,713893
SP56687601,Snack quyt 141,157,,96770
SP69114148,Sua xooai 598,816,Kieu dang tien loi,936506
SP76373996,Kem vai thieu 506,414,,756164
SP12117671,Muc rong bien 825,430,Phu hop voi gia tien,334684
SP57038541,Sua mang cut 574,457,,853262
SP43493764,Nuoc dau 286,355,,807056
SP65121418,Snack man 673,399,,476155
SP78289549,Muc rong bien 946,595,Than thien voi moi truong,892494
SP14555562,Nuoc rong bien 558,194,,579482
SP90452030,Sua buoi 838,860,Kieu dang tien loi,823312
SP18569653,Nuoc mo 657,778,,376658
SP15242813,Sua đao 975,590,,353397
SP50652085,Snack rong bien 226,693,,842239
SP38025145,Nuoc nhan 457,306,Co ich cho suc khoe,301472
SP40313929,Kem nhan 526,409,,227323
SP96280005,Muc mo 317,390,San pham tot,980743
SP62447725,Muc nhan 603,833,,370231
SP71786453,Kem bo 898,405,,182797
SP29569634,Snack hong xiem 648,238,,521116
SP84258579,Snack quyt 508,532,Kieu dang tien loi,716168
SP11145156,Nuoc man 849,139,,539584
SP33741192,Snack nhan 687,687,Phu hop voi gia tien,487544
SP36703006,Banh dau 210,547,,793458
SP10132038,Nuoc bap 873,771,,38581
SP73997680,Nuoc chuoi 104,848,,783523
SP85659894,Sua nho 143,942,Phu hop voi gia tien,607369
SP39520739,Nuoc mo 416,214,,605606
SP60380413,Banh man 360,917,Co ich cho suc khoe,423841
SP25200983,Sua cam 866,617,,670910
SP85999446,Nuoc chuoi 633,818,,791057
SP87253871,Muc thanh long 967,690,,390616
SP66848107,Snack mo 675,685,Ngon bo re,577703
SP54406523,Kem khoai tay 259,539,,389615
SP85018620,Banh bo 677,774,Than thien voi moi truong,66182
SP50601134,Muc quyt 294,926,,939363
SP12031165,Banh cam 989,685,,446556
SP90241816,Kem khoai tim 567,171,,864460
SP66854954,Nuoc cam 813,823,Mau sac tuoi tan,395128
SP43602753,Muc nhan 738,482,,965007
SP84990481,Sua khoai tim 404,468,Than thien voi moi truong,773438
SP35342761,Muc vai thieu 816,375,,984356
SP13651254,Kem xooai 411,959,,615391
SP41377851,Nuoc rong bien 843,754,,993392
SP52861050,Kem dua 937,598,Mau ma đep,971054
SP11141534,Nuoc dau 495,616,,389694
SP39890926,Nuoc man 322,849,Mau ma đep,741638
SP34286402,Kem khoai tim 633,471,,938544
SP37246809,Kem bo 473,969,,211748
SP97019830,Snack buoi 871,192,,156188
SP67633724,Kem nho 855,165,Mau ma đep,561014
SP55193114,Banh buoi 126,938,,712790
SP12512515,Sua bo 912,504,Than thien voi moi truong,199333
SP10354386,Muc buoi 488,808,,445935
SP54839857,Muc dau 617,251,,792001
SP57775045,Snack buoi 881,566,,459768
SP94633408,Sua bo 561,276,Phu hop voi gia tien,629216
SP22070123,Sua cam 281,795,,49100
SP34725748,Banh sau rieng 220,609,Mau ma đep,783418
SP26799196,Sua khoai tay 153,174,,37381
SP12094515,Muc chuoi 582,494,,873512
SP50175504,Nuoc mang cut 333,653,,967248
SP79685952,Sua vai thieu 696,812,Thom ngon bo duong,388297
SP98889203,Muc thanh long 268,205,,65087
SP22780660,Muc bo 802,270,San pham tot,199934
SP80141087,Nuoc nho 660,837,,23150
SP32476038,Muc nhan 103,863,,389481
SP63589450,Muc bap 772,948,,847709
SP15949253,Nuoc dua 208,237,San pham tot,42378
SP34806601,Nuoc rong bien 260,490,,871235
SP72667319,Banh nhan 625,776,Thom ngon bo duong,235440
SP47522679,Snack xooai 704,217,,429147
SP58718918,Sua hong xiem 418,228,,386617
SP49315472,Snack chuoi 765,487,,49536
SP86153826,Banh đao 838,241,Mau ma đep,280665
SP92975842,Muc chuoi 367,511,,311717
SP86560149,Nuoc quyt 644,140,Mau sac tuoi tan,205611
SP72583555,Kem xooai 882,969,,486120
SP42034487,Snack rong bien 750,330,,545912
SP25742359,Banh bo 348,976,,592622
SP86823926,Snack dau 258,953,Mau sac tuoi tan,764293
SP11080726,Muc rong bien 524,227,,103330
SP88716278,Muc sau rieng 771,763,Phu hop voi gia tien,814472
SP92650169,Snack cam 559,400,,38380
SP71103854,Kem dau 346,714,,194576
SP27032694,Snack buoi 465,641,,61182
SP15439469,Muc buoi 580,903,San pham tot,936182
SP13610061,Snack chuoi 649,421,,280352
SP23156043,Nuoc khoai tim 367,602,Kieu dang tien loi,858429
SP95990160,Sua nhan 200,426,,687401
SP26918829,Nuoc đao 123,493,,937788
SP85573647,Nuoc chuoi 706,187,,696555
SP77051103,Banh nho 583,266,Hinh anh bat mat,723600
SP13205328,Snack buoi 884,647,,472682
SP71795082,Muc khoai tim 782,566,Mau ma đep,616575
SP63019973,Nuoc chuoi 304,767,,483933
SP93712668,Kem hong xiem 148,474,,380570
SP46042839,Muc khoai tay 361,358,,242310
SP50490568,Sua thanh long 132,863,Thom ngon bo duong,803031
SP24303775,Snack dau 642,904,,797121
SP35064733,Snack quyt 384,557,Ngon bo re,707777
SP74844494,Sua xooai 268,578,,543740
SP97514925,Banh khoai tay 568,506,,405128
SP39939450,Muc dua 587,721,,805496
SP31804951,Kem chuoi 638,673,Kieu dang tien loi,455631
SP67352443,Sua chuoi 698,954,,655518
SP49378868,Nuoc dua 990,442,Than thien voi moi truong,466311
SP99937201,Muc nhan 511,996,,99797
SP38317679,Sua thanh long 139,378,,910204
SP94027156,Nuoc buoi 351,751,,588193
SP71148505,Banh cam 435,448,Than thien voi moi truong,958261
SP65031263,Kem cam 625,992,,260760
SP47274882,Kem dua 468,343,Hinh anh bat mat,773390
SP73415448,Banh nho 603,877,,534404
SP36603566,Muc thanh long 558,638,,23741
SP21816133,Kem hong xiem 177,232,,128637
SP43996924,Sua nhan 914,386,Kieu dang tien loi,789911
SP28321636,Sua nhan 904,574,,419061
SP27668627,Snack đao 388,776,Ngon bo re,828643
SP45609745,Snack đao 601,478,,771957
SP87498667,Kem sau rieng 527,647,,122081
SP46645794,Banh bap 782,846,,398386
SP99310694,Banh man 789,935,Phu hop voi gia tien,364339
SP99678931,Kem nho 804,720,,920775
SP98185534,Kem dau 347,132,Thom ngon bo duong,979906
SP43246385,Sua man 816,148,,19826
SP36822257,Muc chuoi 671,920,,253285
SP74640712,Snack buoi 972,868,,655348
SP28866533,Snack cam 104,131,Thom ngon bo duong,85843
SP44515169,Sua xooai 406,978,,496213
SP83345964,Kem mang cut 642,703,Mau sac tuoi tan,748046
SP90221833,Snack dau 430,531,,692670
SP71887360,Snack quyt 413,382,,753871
SP81396189,Kem cam 210,890,,992741
SP87641731,Snack man 270,288,Mau sac tuoi tan,204586
SP57970673,Muc vai thieu 394,316,,852096
SP80951404,Muc rong bien 275,207,San pham tot,903593
SP37651544,Snack thanh long 177,105,,122526
SP60076988,Kem mang cut 113,195,,189132
SP38921737,Nuoc nho 148,303,,728492
SP59980399,Sua bo 536,167,Hinh anh bat mat,198735
SP79398483,Kem mang cut 273,963,,97464
SP49010215,Muc mo 622,538,San pham tot,880792
SP28376260,Nuoc bap 834,480,,150583
SP61088046,Kem nhan 499,176,,42060
SP83046090,Banh đao 905,713,,886334
SP21654288,Banh mang cut 830,427,San pham tot,507499
SP38223661,Banh man 950,299,,163201
SP43910892,Snack man 858,479,Thom ngon bo duong,618993
SP50904557,Sua chuoi 217,550,,956934
SP78618044,Banh nhan 608,634,,810631
SP89652557,Sua dau 776,372,,194091
SP53348929,Snack khoai tim 472,365,Mau sac tuoi tan,590269
SP63081268,Kem nhan 979,251,,887826
SP16692918,Snack mang cut 183,100,Co ich cho suc khoe,239257
SP75445115,Sua man 201,554,,103883
SP85623917,Nuoc nho 570,584,,336399
SP85937273,Sua buoi 282,824,,484410
SP90195251,Kem sau rieng 547,285,Ngon bo re,797372
SP86941241,Kem mo 830,250,,295440
SP17294890,Muc chuoi 127,885,Thom ngon bo duong,655472
SP27896979,Muc hong xiem 221,903,,962474
SP92191521,Muc nhan 635,490,,595532
SP11409866,Banh buoi 747,382,,141572
SP34245697,Banh vai thieu 496,330,Phu hop voi gia tien,563215
SP61984308,Kem khoai tay 349,923,,52649
SP12118767,Sua rong bien 466,508,Mau sac tuoi tan,821710
SP77511213,Nuoc nhan 930,339,,76451
SP35226061,Nuoc nho 512,950,,368567
SP42926565,Sua thanh long 794,519,,33766
SP10833792,Snack hong xiem 142,512,Than thien voi moi truong,744749
SP73657356,Snack khoai tay 759,941,,250357
SP63276981,Kem khoai tay 317,689,San pham tot,106610
SP62043669,Snack chuoi 858,451,,215954
SP91987977,Sua nhan 853,308,,656618
SP86214654,Banh cam 598,295,,879423
SP10375360,Snack nho 945,534,San pham tot,718221
SP24131737,Nuoc bo 129,907,,449896
SP95073052,Snack sau rieng 878,741,Mau sac tuoi tan,693404
SP24761907,Muc đao 264,790,,85372
SP51915238,Sua bap 571,729,,978316
SP34167592,Snack nhan 177,143,,715335
SP94029543,Snack chuoi 260,417,San pham tot,216740
SP34777039,Sua khoai tay 462,118,,448067
SP80789941,Kem cam 921,818,Hinh anh bat mat,85823
SP86840968,Banh chuoi 199,248,,532749
SP36860540,Banh mo 640,917,,721202
SP16219285,Snack mang cut 716,602,,788988
SP35148698,Kem thanh long 693,910,Kieu dang tien loi,891250
SP35594293,Kem xooai 387,621,,104249
SP41884125,Sua khoai tay 259,292,Co ich cho suc khoe,335659
SP25703758,Muc vai thieu 437,758,,539990
SP15747845,Nuoc rong bien 712,386,,943883
SP96619533,Nuoc nhan 125,424,,346968
SP48100837,Snack dua 420,626,Mau sac tuoi tan,438227
SP35735236,Banh đao 836,651,,310022
SP38084372,Kem bo 959,846,Ngon bo re,955431
SP76826796,Banh hong xiem 552,681,,48954
SP54841947,Muc mo 211,109,,426448
SP67066957,Kem bo 264,298,,431669
SP34923828,Muc thanh long 148,407,Ngon bo re,276416
SP84630552,Kem buoi 794,356,,250904
SP35740442,Banh xooai 499,765,Than thien voi moi truong,247514
SP74772912,Nuoc nhan 605,184,,609533
SP33451230,Snack xooai 917,693,,199414
SP32604460,Nuoc thanh long 609,453,,16294
SP14973414,Muc hong xiem 687,298,Kieu dang tien loi,359021
SP72249614,Sua bo 211,597,,234156
SP19841963,Kem dau 993,584,Co ich cho suc khoe,915261
SP80106780,Muc thanh long 523,144,,380309
SP89861932,Muc nhan 533,699,,230593
SP89231691,Sua nhan 910,645,,508451
SP13469498,Nuoc cam 790,196,Mau ma đep,785066
SP46016800,Nuoc vai thieu 339,242,,162845
SP68658659,Sua thanh long 772,648,Than thien voi moi truong,498820
SP42004311,Banh chuoi 330,869,,899846
SP55281422,Kem vai thieu 328,225,,218512
SP63264475,Sua dua 735,915,,32438
SP47150839,Snack khoai tim 979,551,Phu hop voi gia tien,322625
SP14279569,Kem bap 349,117,,584406
SP37159066,Banh mo 512,426,Mau ma đep,404858
SP62086126,Muc man 344,230,,258372
SP47977189,Snack dua 574,322,,808366
SP10744780,Muc khoai tay 102,989,,681997
SP16071111,Kem hong xiem 806,703,Thom ngon bo duong,687276
SP79449000,Kem mo 409,335,,959088
SP16819905,Kem khoai tay 538,278,Thom ngon bo duong,382943
SP10190654,Kem khoai tay 964,952,,873106
SP91819696,Muc cam 848,496,,339318
SP22927925,Muc nhan 299,982,,355407
SP32567310,Banh nhan 937,366,Than thien voi moi truong,36500
SP60107438,Banh rong bien 859,526,,44369
SP32024005,Snack thanh long 403,113,San pham tot,516126
SP76950605,Muc buoi 402,911,,816741
SP82241710,Banh dua 183,968,,710974
SP36496578,Muc buoi 563,265,,254041
SP36325044,Nuoc rong bien 607,959,Mau ma đep,543481
SP13722072,Sua man 894,328,,961500
SP95096073,Nuoc mo 126,538,Phu hop voi gia tien,697359
SP34267187,Snack nhan 857,710,,950934
SP29608753,Sua mang cut 516,465,,385906
SP41200873,Banh cam 250,598,,595909
SP50554916,Nuoc khoai tay 868,901,Phu hop voi gia tien,207081
SP99580969,Muc quyt 915,461,,34893
SP92353513,Sua vai thieu 352,203,Co ich cho suc khoe,68723
SP10892210,Nuoc dua 639,304,,381182
SP91887938,Sua bo 228,218,,896163
SP87821300,Nuoc khoai tim 333,772,,127025
SP57713085,Kem khoai tay 493,425,Mau sac tuoi tan,672012
SP61023352,Kem mo 821,134,,653701
SP79974854,Kem sau rieng 496,387,Phu hop voi gia tien,28201
SP41080802,Kem buoi 893,650,,913683
SP84464947,Snack buoi 218,104,,315653
SP45708859,Nuoc nhan 977,112,,694791
SP62925279,Sua sau rieng 268,527,Phu hop voi gia tien,305715
SP97468417,Kem xooai 545,591,,161390
SP76303874,Nuoc dau 706,517,Phu hop voi gia tien,642173
SP20197439,Banh mo 738,781,,381481
SP84440389,Kem man 132,665,,794146
SP55137035,Banh cam 473,120,,945610
SP76735083,Nuoc mang cut 118,259,Hinh anh bat mat,664907
SP15433529,Banh nhan 885,362,,983149
SP81020198,Muc đao 281,178,Ngon bo re,764475
SP93566883,Nuoc chuoi 769,211,,190338
SP41946042,Banh hong xiem 352,109,,100685
SP62213516,Kem cam 565,785,,949276
SP90113703,Muc bap 807,304,Kieu dang tien loi,984929
SP63574568,Kem nho 303,771,,741689
SP81792543,Muc mang cut 168,947,Ngon bo re,447620
SP55363034,Sua man 750,926,,675584
SP96676348,Nuoc hong xiem 857,913,,567875
SP58748831,Banh mang cut 440,833,,69572
SP15399054,Nuoc sau rieng 997,698,Mau sac tuoi tan,140649
SP69527532,Kem nho 429,896,,896130
SP21253967,Kem mang cut 295,477,San pham tot,812065
SP52459067,Snack nhan 499,770,,31308
SP67058570,Snack hong xiem 297,790,,926674
SP51673013,Snack man 128,250,,724624
SP84097741,Muc dua 558,839,Phu hop voi gia tien,132918
SP17091792,Sua nho 768,945,,268516
SP36656584,Banh thanh long 207,717,Kieu dang tien loi,972422
SP84860780,Muc đao 540,912,,729350
SP56963209,Nuoc khoai tay 381,724,,123786
SP19613992,Nuoc mo 976,103,,942209
SP48957167,Banh nhan 719,748,Kieu dang tien loi,672369
SP76917218,Nuoc đao 848,323,,801527
SP40755908,Sua mang cut 631,845,Than thien voi moi truong,136879
SP69974242,Nuoc đao 484,490,,130568
SP60420699,Banh thanh long 846,595,,916253
SP56395992,Nuoc nho 775,723,,723758
SP53521958,Banh mang cut 788,873,Mau ma đep,457684
SP41176831,Sua buoi 209,472,,676252
SP20039479,Snack dua 232,540,Co ich cho suc khoe,92231
SP50467023,Snack thanh long 342,197,,409924
SP16132516,Snack dua 333,466,,419512
SP44478006,Sua vai thieu 557,548,,973499
SP13855679,Muc mo 974,965,Thom ngon bo duong,885321
SP64233341,Nuoc nhan 560,706,,816564
SP87850230,Snack xooai 113,530,Than thien voi moi truong,624835
SP41476479,Sua khoai tay 490,354,,463497
SP91689413,Nuoc buoi 587,666,,428069
SP48472836,Sua nho 259,866,,224518
SP69213291,Kem đao 777,681,Than thien voi moi truong,854974
SP10782964,Muc vai thieu 678,601,,895915
SP48625578,Sua nhan 364,432,San pham tot,358850
SP71259036,Kem hong xiem 133,684,,757703
SP67329412,Kem man 732,205,,32038
SP10393820,Sua buoi 406,504,,334439
SP64817190,Kem mang cut 244,753,Ngon bo re,425223
SP44099360,Snack cam 994,537,,890703
SP28259727,Nuoc xooai 538,586,Mau sac tuoi tan,601820
SP84988645,Snack dau 568,182,,452339
SP98764917,Kem mang cut 732,107,,903773
SP50895829,Sua dau 715,275,,568144
SP90890573,Sua mang cut 881,396,Ngon bo re,278272
SP38193935,Kem mang cut 787,743,,968939
SP56677784,Snack cam 972,883,Thom ngon bo duong,357046
SP67189761,Muc bap 641,358,,50392
SP18174389,Nuoc quyt 309,838,,881740
SP89474469,Banh dua 899,603,,198740
SP73365698,Sua cam 876,709,Mau sac tuoi tan,98685
SP95228412,Kem cam 853,774,,278388
SP34226846,Banh dau 281,960,Hinh anh bat mat,511223
SP91724370,Muc chuoi 707,131,,851691
SP45826585,Banh đao 230,328,,467724
SP10443611,Nuoc cam 814,989,,950519
SP66672267,Snack thanh long 714,524,Mau ma đep,193557
SP99431207,Sua bap 816,165,,382480
SP74880664,Nuoc sau rieng 789,405,San pham tot,954071
SP19283653,Sua mang cut 457,779,,720964
SP19466305,Kem man 824,672,,493305
SP39365972,Banh mo 426,762,,664866
SP76807768,Muc nho 635,407,Than thien voi moi truong,805830
SP35443343,Muc thanh long 418,919,,949243
SP44664804,Banh dau 547,758,Ngon bo re,300108
SP98596326,Banh chuoi 940,653,,102560
SP84886806,Kem man 341,778,,566434
SP92781945,Kem nhan 227,795,,833777
SP60084692,Snack bo 495,103,Than thien voi moi truong,357910
SP82029101,Muc hong xiem 750,374,,973831
SP73919163,Kem mang cut 310,974,Phu hop voi gia tien,483278
SP42647568,Nuoc vai thieu 955,774,,651652
SP58560821,Snack bo 951,213,,391856
SP92714674,Muc nhan 208,296,,95241
SP88759201,Nuoc dau 659,939,Hinh anh bat mat,701562
SP49724649,Banh bo 967,890,,239519
SP74076490,Nuoc mo 704,406,Ngon bo re,238163
SP55868742,Kem buoi 511,831,,325468
SP54668649,Kem mang cut 817,735,,85993
SP24544907,Snack bo 737,384,,755885
SP33914771,Kem khoai tim 432,711,San pham tot,475956
SP96726920,Muc xooai 841,260,,104688
SP13103330,Sua cam 248,321,Co ich cho suc khoe,59369
SP41645095,Sua nho 402,510,,100506
SP35040772,Snack nho 314,109,,873756
SP41428466,Muc cam 994,950,,406608
SP65488521,Muc mo 371,256,Phu hop voi gia tien,866190
SP42619884,Muc nho 663,441,,534013
SP64084627,Banh cam 643,439,Than thien voi moi truong,607927
SP18413866,Muc đao 943,169,,595685
SP33299579,Nuoc thanh long 438,645,,726080
SP22316000,Banh nhan 578,955,,195116
SP58935208,Kem xooai 591,827,Thom ngon bo duong,939069
SP91389118,Nuoc man 458,704,,438788
SP72504594,Banh thanh long 884,676,Ngon bo re,786843
SP82929619,Banh sau rieng 730,527,,94968
SP16079222,Banh man 719,163,,388415
SP43255861,Sua cam 889,701,,155750
SP36457741,Banh mo 142,965,Than thien voi moi truong,366873
SP36953463,Banh hong xiem 963,151,,482284
SP59531781,Banh hong xiem 430,737,San pham tot,672287
SP75636251,Snack khoai tay 302,895,,160909
SP24962810,Muc quyt 795,200,,894437
SP16779580,Sua nho 326,502,,172446
SP10602430,Nuoc hong xiem 790,725,Thom ngon bo duong,556945
SP32911801,Banh nhan 569,365,,385676
SP95636083,Nuoc sau rieng 324,925,Ngon bo re,90697
SP97420280,Sua dua 638,881,,685921
SP46052490,Muc rong bien 686,728,,517647
SP23112075,Muc nhan 507,334,,634331
SP27015970,Muc khoai tay 161,924,Mau ma đep,253189
SP52228942,Banh mang cut 451,758,,518813
SP64008672,Nuoc chuoi 925,431,Mau ma đep,862101
SP91923021,Snack bo 702,285,,740200
SP25172859,Nuoc thanh long 751,635,,86612
SP96905885,Muc nhan 474,436,,825400
SP19116970,Sua bap 378,559,Than thien voi moi truong,952867
SP90407677,Kem khoai tim 459,927,,319860
SP19047120,Nuoc nho 592,862,Mau sac tuoi tan,819166
SP63081226,Nuoc mang cut 395,895,,350657
SP21295481,Muc vai thieu 907,606,,462422
SP77699292,Kem dau 927,848,,854791
SP79189944,Snack xooai 771,986,Phu hop voi gia tien,868782
SP50801690,Nuoc dua 560,581,,370681
SP68137071,Kem cam 865,803,Co ich cho suc khoe,902747
SP53845910,Kem cam 575,728,,399427
SP88891415,Muc hong xiem 689,584,,809070
SP81893551,Nuoc bap 879,810,,111842
SP47738500,Banh khoai tim 962,447,Mau ma đep,509401
SP88311258,Banh vai thieu 145,991,,692032
SP20861067,Banh khoai tay 177,230,Mau sac tuoi tan,400077
SP88361860,Banh quyt 393,650,,828328
SP29263741,Sua khoai tay 867,288,,911497
SP56181534,Banh nhan 124,370,,214767
SP61574928,Kem thanh long 620,499,Kieu dang tien loi,177237
SP24245074,Kem mo 913,842,,669833
SP92271733,Kem rong bien 613,411,Thom ngon bo duong,124064
SP14369708,Nuoc chuoi 810,904,,675801
SP72364480,Kem xooai 744,707,,125617
SP70880422,Snack xooai 761,146,,67817
SP68393895,Sua nhan 722,589,Thom ngon bo duong,330643
SP44851866,Muc bo 832,903,,412246
SP59230846,Kem quyt 569,454,San pham tot,389592
SP99402783,Nuoc dau 686,361,,44746
SP74393791,Sua hong xiem 996,708,,796442
SP43029863,Banh nhan 285,778,,917662
SP55008802,Snack bo 441,672,Hinh anh bat mat,97247
SP48891217,Snack sau rieng 752,229,,859819
SP34806736,Muc xooai 141,874,Phu hop voi gia tien,645984
SP69598853,Nuoc quyt 387,477,,936950
SP99691259,Nuoc bo 241,509,,354584
SP78038709,Muc khoai tim 231,602,,99104
SP72204983,Kem khoai tay 531,699,San pham tot,218266
SP76253898,Muc khoai tay 847,860,,655827
SP64955194,Nuoc nho 173,266,Thom ngon bo duong,995327
SP18995379,Banh dua 896,131,,44398
SP79285465,Banh nhan 973,950,,870868
SP40144671,Snack thanh long 319,304,,184675
SP93668455,Snack nho 278,714,Than thien voi moi truong,203993
SP41430247,Kem khoai tay 508,467,,591722
